project_name,district,region,beds,baths,price,psf,sqft,mmr,score_1000,scored_at,tenure,built_year,floor_level,facing,mrt_info,total_units,first_seen,last_seen,times_seen,last_price_change,price_trend,lowest_price,drop_from_peak_pct,status,url
Promenade Peak,D03,City & South West (D01-08),3,2,3212700,3110.07,1033.0,1496.6,430,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,3212700,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-60087534
Nyon,D15,East Coast (D15-16),3,2,3200000,2476.78,1292.0,1495.7,423,2026-06-07,Freehold,2022,,,9 min (740 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,3200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-nyon-60180988
Coastline Residences,D15,East Coast (D15-16),3,3,3200000,2885.48,1109.0,1480.8,309,2026-06-07,Freehold,2022,,,3 min (250 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,3200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-coastline-residences-500074308
The Anchorage,D03,City & South West (D01-08),3,3,3200000,2123.42,1507.0,1485.6,344,2026-06-07,Freehold,1997,,,11 min (880 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,3200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-anchorage-500101477
Promenade Peak,D03,City & South West (D01-08),3,2,3200000,3097.77,1033.0,1496.7,431,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,3200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-500159373
The Continuum,D15,East Coast (D15-16),3,3,3199000,3000.94,1066.0,1493.6,406,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,3199000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-500161970
River Place,D03,City & South West (D01-08),3,3,3199000,1857.72,1722.0,1469.5,235,2026-06-07,99-year Leasehold,2000,,,8 min (680 m) from DT20 Fort Canning MRT Station,,2026-06-07,2026-06-07,1,,new,3199000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-river-place-500059369
One Pearl Bank,D03,City & South West (D01-08),3,3,3190000,2769.1,1152.0,1469.9,237,2026-06-07,99-year Leasehold,2024,,,6 min (480 m) from NE3 Outram Park MRT Station,,2026-06-07,2026-06-07,1,,new,3190000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-one-pearl-bank-25323004
Chuan Park,D19,Serangoon / Thomson (D19-20),3,2,3176400,2633.83,1206.0,1504.2,494,2026-06-07,99-year Leasehold,2028,,,2 min (150 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3176400,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500158981
Chuan Park,D19,Serangoon / Thomson (D19-20),3,2,3176400,2633.83,1206.0,1504.2,494,2026-06-07,99-year Leasehold,2028,,,2 min (150 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3176400,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500145355
Chuan Park,D19,Serangoon / Thomson (D19-20),3,3,3171400,2629.68,1206.0,1504.4,495,2026-06-07,99-year Leasehold,2028,,,2 min (150 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3171400,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500155554
Chuan Park,D19,Serangoon / Thomson (D19-20),3,3,3171400,2629.68,1206.0,1502.1,476,2026-06-07,99-year Leasehold,2028,,,5 min (420 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3171400,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500161431
Chuan Park,D19,Serangoon / Thomson (D19-20),3,3,3171400,2629.68,1206.0,1504.4,495,2026-06-07,99-year Leasehold,2028,,,2 min (150 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3171400,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500132291
Chuan Park,D19,Serangoon / Thomson (D19-20),3,3,3171400,2629.68,1206.0,1502.1,476,2026-06-07,99-year Leasehold,2028,,,5 min (420 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3171400,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500162391
Chuan Park,D19,Serangoon / Thomson (D19-20),3,3,3171400,2629.68,1206.0,1504.4,495,2026-06-07,99-year Leasehold,2028,,,2 min (150 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3171400,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-60002063
Chuan Park,D19,Serangoon / Thomson (D19-20),3,3,3170000,2628.52,1206.0,1504.5,496,2026-06-07,99-year Leasehold,2028,,,2 min (150 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3170000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500138607
The Continuum,D15,East Coast (D15-16),3,3,3165000,2911.68,1087.0,1497.1,434,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,3165000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-25104275
The Continuum,D15,East Coast (D15-16),3,3,3165000,2911.68,1087.0,1497.1,434,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,3165000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-500152442
The Continuum,D15,East Coast (D15-16),3,3,3165000,2911.68,1087.0,1497.1,434,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,3165000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-24450127
The Continuum,D15,East Coast (D15-16),3,3,3152000,2956.85,1066.0,1495.4,421,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,3152000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-500105473
Kensington Park,D19,Serangoon / Thomson (D19-20),3,3,3150000,1888.49,1668.0,1426.6,68,2026-06-07,999-year Leasehold,1990,,,10 min (860 m) from CR10 Tavistock MRT Station,,2026-06-07,2026-06-07,1,,new,3150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kensington-park-60188728
Promenade Peak,D03,City & South West (D01-08),3,2,3149700,3049.08,1033.0,1497.4,437,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,3149700,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-60058905
Freehold 3B3B near Katong Park MRT! Freehold!,D15,East Coast (D15-16),3,3,3128000,2877.64,1087.0,1492.9,401,2026-06-07,Freehold,,,,5 min (390 m) from TE24 Katong Park MRT Station,,2026-06-07,2026-06-07,1,,new,3128000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-freehold-3b3b-near-katong-park-mrt-freehold-500103777
Promenade Peak,D03,City & South West (D01-08),3,2,3111900,3012.49,1033.0,1497.9,441,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,3111900,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-500066611
Promenade Peak,D03,City & South West (D01-08),3,2,3111000,3011.62,1033.0,1498.0,442,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,3111000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-25635238
Idyllic East,D16,East Coast (D15-16),3,3,3108888,1698.85,1830.0,1450.8,141,2026-06-07,Freehold,2011,,,12 min (1.02 km) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,3108888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-idyllic-east-500051521
Crystal Dew,D14,Balestier / Geylang (D12-14),3,3,3100000,2164.8,1432.0,1481.2,311,2026-06-07,Freehold,2004,,,4 min (360 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,3100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-crystal-dew-60010136
Casa Flora,D16,East Coast (D15-16),3,2,3100000,992.95,3122.0,1483.0,324,2026-06-07,Freehold,1987,,,14 min (1.15 km) from DT37 Sungei Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,3100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-casa-flora-500018854
Echelon,D03,City & South West (D01-08),3,2,3100000,2399.38,1292.0,1502.7,481,2026-06-07,99-year Leasehold,2016,,,1 min (30 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,3100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-echelon-500164779
The Crest,D03,City & South West (D01-08),3,2,3099999,1894.86,1636.0,1483.4,327,2026-06-07,99-year Leasehold,2017,,,10 min (800 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,3099999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-crest-60094788
Chuan Park,D19,Serangoon / Thomson (D19-20),3,3,3099990,2570.47,1206.0,1508.3,528,2026-06-07,99-year Leasehold,2028,,,2 min (150 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,3099990,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-25261435
Fernwood Towers,D15,East Coast (D15-16),3,3,3088888,1888.07,1636.0,1470.0,238,2026-06-07,Freehold,1994,,,11 min (880 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,3088888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-fernwood-towers-500140798
Atlassia,D15,East Coast (D15-16),2,2,3085296,2388.0,1292.0,1490.5,381,2026-06-07,Freehold,2025,,,13 min (1.09 km) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,3085296,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-atlassia-500094072
Park East,D15,East Coast (D15-16),3,3,3080000,1857.66,1658.0,1480.9,309,2026-06-07,Freehold,1994,,,15 min (1.24 km) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,3080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-park-east-500138264
Artra,D03,City & South West (D01-08),3,2,3050000,2485.74,1227.0,1503.2,485,2026-06-07,99-year Leasehold,2021,,,1 min (40 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,3050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-artra-500094693
River Place,D03,City & South West (D01-08),3,3,3050000,1927.94,1582.0,1468.2,227,2026-06-07,99-year Leasehold,2000,,,8 min (680 m) from DT20 Fort Canning MRT Station,,2026-06-07,2026-06-07,1,,new,3050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-river-place-60034590
Amber House,D15,East Coast (D15-16),3,2,3049470,3111.7,980.0,1499.6,455,2026-06-07,Freehold,2029,,,9 min (750 m) from TE26 Marine Parade MRT Station,,2026-06-07,2026-06-07,1,,new,3049470,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-amber-house-500027790
The line @ tanjong rhu,D15,East Coast (D15-16),3,2,3038000,2565.88,1184.0,1498.4,445,2026-06-07,Freehold,,,,3 min (270 m) from TE24 Katong Park MRT Station,,2026-06-07,2026-06-07,1,,new,3038000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-line-tanjong-rhu-500062426
The Line@Tanjong Rhu,D15,East Coast (D15-16),3,2,3038000,2565.88,1184.0,1502.2,476,2026-06-07,Freehold,2016,,,2 min (140 m) from TE24 Katong Park MRT Station,,2026-06-07,2026-06-07,1,,new,3038000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-line-tanjong-rhu-25524946
Amber House,D15,East Coast (D15-16),3,2,3015587,3077.13,980.0,1501.0,467,2026-06-07,Freehold,2029,,,9 min (750 m) from TE26 Marine Parade MRT Station,,2026-06-07,2026-06-07,1,,new,3015587,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-amber-house-60029386
Park Place Residences,D14,Balestier / Geylang (D12-14),3,3,3000000,2579.54,1163.0,1489.6,374,2026-06-07,99-year Leasehold,2019,,,4 min (310 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,3000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-park-place-residences-500129132
Mandarin Gardens,D15,East Coast (D15-16),3,4,3000000,1474.93,2034.0,1477.5,286,2026-06-07,99-year Leasehold,1986,,,7 min (540 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,3000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-mandarin-gardens-60092009
Joo Chiat; 1km to Tao Nan Primary,D15,East Coast (D15-16),3,2,3000000,2265.86,1324.0,1497.1,434,2026-06-07,Freehold,,,,7 min (550 m) from TE26 Marine Parade MRT Station,,2026-06-07,2026-06-07,1,,new,3000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-joo-chiat-1km-to-tao-nan-primary-500138332
The Parc Condominium,D05,City & South West (D01-08),3,2,3000000,1556.82,1927.0,1519.8,621,2026-06-07,Freehold,2011,,,14 min (1.19 km) from CR17 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,3000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-parc-condominium-60148088
Village @ Pasir Panjang,D05,City & South West (D01-08),3,3,2999999,1482.21,2024.0,1508.5,529,2026-06-07,Freehold,2016,,,,,2026-06-07,2026-06-07,1,,new,2999999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-village-pasir-panjang-500153865
The Peak @ Balmeg,D05,City & South West (D01-08),3,2,2999999,1786.78,1679.0,1465.8,213,2026-06-07,Freehold,2011,,,2 min (140 m) from CC25 Haw Par Villa MRT Station,,2026-06-07,2026-06-07,1,,new,2999999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-peak-balmeg-500066600
Artra,D03,City & South West (D01-08),3,3,2999000,2444.17,1227.0,1504.9,499,2026-06-07,99-year Leasehold,2021,,,2 min (200 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,2999000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-artra-60030661
The Landmark,D03,City & South West (D01-08),3,2,2999000,2628.4,1141.0,1462.5,195,2026-06-07,99-year Leasehold,2025,,,9 min (760 m) from DT19 Chinatown MRT Station,,2026-06-07,2026-06-07,1,,new,2999000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-landmark-25508540
Terra Hill,D05,City & South West (D01-08),3,2,2988000,2392.31,1249.0,1522.1,639,2026-06-07,Freehold,,,,9 min (790 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,2988000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-terra-hill-500110970
Crystal Rhu,D15,East Coast (D15-16),3,3,2980000,2308.29,1291.0,1469.0,232,2026-06-07,Freehold,2000,,,6 min (510 m) from TE24 Katong Park MRT Station,,2026-06-07,2026-06-07,1,,new,2980000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-crystal-rhu-60024155
"⭐️ 3 mins walk Queenstown MRT, CHEAP",D03,City & South West (D01-08),3,3,2980000,2795.5,1066.0,1498.4,445,2026-06-07,99-year Leasehold,,,,1 min (90 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,2980000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-3-mins-walk-queenstown-mrt-cheap-500007106
The Landmark,D03,City & South West (D01-08),3,3,2978888,2768.48,1076.0,1456.0,163,2026-06-07,99-year Leasehold,2025,,,9 min (760 m) from DT19 Chinatown MRT Station,,2026-06-07,2026-06-07,1,,new,2978888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-landmark-500084729
Grand Dunman,D15,East Coast (D15-16),3,2,2969800,3100.0,958.0,1500.2,460,2026-06-07,99-year Leasehold,2028,,,2 min (200 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2969800,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-grand-dunman-500108940
The Continuum,D15,East Coast (D15-16),3,2,2959000,2750.0,1076.0,1504.4,495,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2959000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-25301593
The Continuum,D15,East Coast (D15-16),3,2,2959000,2750.0,1076.0,1504.4,495,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2959000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-60209979
D'Casita,D14,Balestier / Geylang (D12-14),3,3,2950000,1593.73,1851.0,1515.7,588,2026-06-07,Freehold,2011,,,8 min (650 m) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,2950000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-d-casita-500094651
Dakota Residences,D14,Balestier / Geylang (D12-14),3,3,2950000,2283.28,1292.0,1504.3,494,2026-06-07,99-year Leasehold,2010,,,6 min (530 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2950000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-dakota-residences-500118328
The Waterina,D14,Balestier / Geylang (D12-14),3,3,2950000,2191.68,1346.0,1477.6,286,2026-06-07,Freehold,2005,,,8 min (680 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2950000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-waterina-500152972
Dakota Residences,D14,Balestier / Geylang (D12-14),3,3,2950000,2283.28,1292.0,1504.3,494,2026-06-07,99-year Leasehold,2010,,,6 min (530 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2950000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-dakota-residences-500139066
Grand Dunman,D15,East Coast (D15-16),3,2,2950000,3079.33,958.0,1500.5,462,2026-06-07,99-year Leasehold,2028,,,2 min (200 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2950000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-grand-dunman-500061251
Optima @ Tanah Merah,D16,East Coast (D15-16),3,3,2950000,1505.87,1959.0,1514.6,579,2026-06-07,99-year Leasehold,2012,,,3 min (250 m) from CG Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2950000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-optima-tanah-merah-25203710
"Brand New Freehold Conservation Apartment - Vintage Charm, Modern Ease",D15,East Coast (D15-16),3,2,2931296,2268.8,1292.0,1493.8,408,2026-06-07,Freehold,,,,10 min (860 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,2931296,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-brand-new-freehold-conservation-apartment-vintage-charm-modern-ease-500157743
Wow! C.H.E.A.P! Move-In Ready Brand New Freehold,D15,East Coast (D15-16),3,2,2905200,2700.0,1076.0,1490.2,380,2026-06-07,Freehold,,,,10 min (820 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,2905200,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-wow-c-h-e-a-p-move-in-ready-brand-new-freehold-500099852
Waterbank at Dakota,D14,Balestier / Geylang (D12-14),3,3,2900000,2263.86,1281.0,1515.1,583,2026-06-07,99-year Leasehold,2013,,,6 min (500 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2900000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-waterbank-at-dakota-500103851
Claydence,D15,East Coast (D15-16),3,2,2900000,2695.17,1076.0,1491.1,386,2026-06-07,Freehold,2026,,,10 min (840 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,2900000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-claydence-25569775
Parkshore,D15,East Coast (D15-16),3,3,2900000,2121.43,1367.0,1493.3,404,2026-06-07,Freehold,1995,,,4 min (350 m) from TE23 Tanjong Rhu MRT Station,,2026-06-07,2026-06-07,1,,new,2900000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-parkshore-60104050
Echelon,D03,City & South West (D01-08),3,3,2900000,2208.68,1313.0,1505.9,507,2026-06-07,99-year Leasehold,2016,,,1 min (30 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,2900000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-echelon-500046159
Varsity Park Condominium,D05,City & South West (D01-08),3,3,2900000,1433.51,2023.0,1527.7,681,2026-06-07,99-year Leasehold,2008,,,,,2026-06-07,2026-06-07,1,,new,2900000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-varsity-park-condominium-25492575
Sceneca Residence,D16,East Coast (D15-16),3,3,2899999,2591.6,1119.0,1489.2,371,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2899999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500040900
Grand Dunman,D15,East Coast (D15-16),3,2,2899000,3026.1,958.0,1501.2,468,2026-06-07,99-year Leasehold,2028,,,2 min (200 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2899000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-grand-dunman-60168999
Terra Hill,D05,City & South West (D01-08),3,2,2893000,2316.25,1249.0,1526.0,668,2026-06-07,Freehold,,,,9 min (790 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,2893000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-terra-hill-500023387
Terra Hill,D05,City & South West (D01-08),3,2,2893000,2316.25,1249.0,1526.0,668,2026-06-07,Freehold,,,,9 min (790 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,2893000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-terra-hill-500114716
Kent Ridge Hill Residences,D05,City & South West (D01-08),3,3,2890000,2004.16,1442.0,1502.3,477,2026-06-07,99-year Leasehold,2024,,,9 min (730 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,2890000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kent-ridge-hill-residences-60235569
