project_name,district,region,beds,baths,price,psf,sqft,mmr,score_1000,scored_at,tenure,built_year,floor_level,facing,mrt_info,total_units,first_seen,last_seen,times_seen,last_price_change,price_trend,lowest_price,drop_from_peak_pct,status,url
Mandarin Gardens,D15,East Coast (D15-16),3,3,1800000,1177.24,1529.0,1499.0,450,2026-06-07,99-year Leasehold,1986,,,7 min (540 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-mandarin-gardens-60092006
Espira Suites,D15,East Coast (D15-16),2,2,1800000,1492.54,1206.0,1521.2,631,2026-06-07,Freehold,2012,,,7 min (600 m) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-espira-suites-500158056
Sceneca Residence,D16,East Coast (D15-16),2,2,1800000,2390.44,753.0,1501.7,472,2026-06-07,99-year Leasehold,2026,,,7 min (560 m) from CG Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500136704
Sceneca Residence,D16,East Coast (D15-16),2,2,1800000,2390.44,753.0,1506.6,513,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500099364
Sceneca Residence,D16,East Coast (D15-16),2,2,1800000,2390.44,753.0,1506.6,513,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-24312369
The Bayshore,D16,East Coast (D15-16),3,2,1800000,1453.96,1238.0,1493.6,406,2026-06-07,99-year Leasehold,1996,,,3 min (270 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-bayshore-25593023
Bleu @ East Coast,D16,East Coast (D15-16),2,2,1800000,1759.53,1023.0,1478.1,290,2026-06-07,Freehold,2010,,,11 min (940 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bleu-east-coast-500145709
Optima @ Tanah Merah,D16,East Coast (D15-16),3,2,1800000,1798.2,1001.0,1508.0,525,2026-06-07,99-year Leasehold,2012,,,3 min (250 m) from CG Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-optima-tanah-merah-500106305
Laguna 88,D16,East Coast (D15-16),3,3,1800000,1520.27,1184.0,1498.9,449,2026-06-07,99-year Leasehold,2000,,,2 min (190 m) from DT37 Sungei Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-laguna-88-500100319
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),3,2,1800000,1900.74,947.0,1501.6,472,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-25541742
The Palette,D18,Changi / Pasir Ris (D17-18),3,3,1800000,1688.56,1066.0,1506.0,508,2026-06-07,99-year Leasehold,2016,,,9 min (750 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-palette-500125200
Elias Green,D18,Changi / Pasir Ris (D17-18),3,3,1800000,1066.35,1688.0,1489.9,377,2026-06-07,99-year Leasehold,1994,,,16 min (1.3 km) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-elias-green-500150479
Prive,D19,Serangoon / Thomson (D19-20),3,3,1800000,1122.19,1604.0,1542.1,775,2026-06-07,99-year Leasehold,2014,,,3 min (240 m) from PE1 Cove LRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-prive-500121432
Stars of Kovan,D19,Serangoon / Thomson (D19-20),2,2,1800000,2459.02,732.0,1473.8,261,2026-06-07,99-year Leasehold,2020,,,4 min (350 m) from NE13 Kovan MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-stars-of-kovan-500111060
Riverparc Residence,D19,Serangoon / Thomson (D19-20),3,2,1800000,1417.32,1270.0,1528.5,687,2026-06-07,99-year Leasehold,2014,,,2 min (170 m) from PE5 Kadaloor LRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverparc-residence-500132572
Rivercove Residences EC,D19,Serangoon / Thomson (D19-20),3,2,1800000,1623.08,1109.0,1523.5,650,2026-06-07,99-year Leasehold,2020,,,8 min (660 m) from SW6 Layar LRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-rivercove-residences-ec-500086339
Prive,D19,Serangoon / Thomson (D19-20),3,3,1800000,1122.19,1604.0,1539.4,759,2026-06-07,99-year Leasehold,2014,,,6 min (530 m) from PE1 Cove LRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-prive-500120208
Sunglade,D19,Serangoon / Thomson (D19-20),2,2,1800000,1724.14,1044.0,1521.5,634,2026-06-07,99-year Leasehold,2003,,,5 min (430 m) from NE12 Serangoon MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sunglade-500029122
Principal Garden,D03,City & South West (D01-08),2,2,1800000,2290.08,786.0,1507.4,520,2026-06-07,99-year Leasehold,2019,,,12 min (1.02 km) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-principal-garden-500029102
Stirling Residences,D03,City & South West (D01-08),2,2,1800000,2654.87,678.0,1508.3,528,2026-06-07,99-year Leasehold,2022,,,6 min (540 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-60242525
The Landmark,D03,City & South West (D01-08),2,2,1800000,2654.87,678.0,1467.5,223,2026-06-07,99-year Leasehold,2025,,,9 min (760 m) from DT19 Chinatown MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-landmark-60166303
Avenue South Residence,D03,City & South West (D01-08),2,2,1800000,2496.53,721.0,1502.8,482,2026-06-07,99-year Leasehold,2023,,,15 min (1.2 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-500114964
PENRITH,D03,City & South West (D01-08),2,2,1800000,2931.6,614.0,1505.6,505,2026-06-07,99-year Leasehold,2029,,,5 min (450 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-penrith-60121949
Avenue South Residence,D03,City & South West (D01-08),2,2,1800000,2496.53,721.0,1502.8,482,2026-06-07,99-year Leasehold,2023,,,15 min (1.25 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-500114920
Stirling Residences,D03,City & South West (D01-08),2,2,1800000,2612.48,689.0,1509.0,533,2026-06-07,99-year Leasehold,2022,,,6 min (540 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-500023602
Avenue South Residence,D03,City & South West (D01-08),2,2,1800000,2496.53,721.0,1502.8,482,2026-06-07,99-year Leasehold,2023,,,15 min (1.2 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-25616426
Blue Horizon,D05,City & South West (D01-08),3,3,1800000,1547.72,1163.0,1510.8,548,2026-06-07,99-year Leasehold,2005,,,,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-blue-horizon-500097397
Blue Horizon,D05,City & South West (D01-08),3,3,1800000,1562.5,1152.0,1509.1,534,2026-06-07,99-year Leasehold,2005,,,,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-blue-horizon-500028904
Clavon,D05,City & South West (D01-08),2,2,1800000,2356.02,764.0,1511.3,552,2026-06-07,99-year Leasehold,2024,,,12 min (1000 m) from CR17 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-clavon-500164774
Kent Ridge Hill Residences,D05,City & South West (D01-08),3,2,1800000,2038.51,883.0,1505.5,504,2026-06-07,99-year Leasehold,2024,,,9 min (730 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kent-ridge-hill-residences-500093576
Normanton Park,D05,City & South West (D01-08),2,2,1800000,2171.29,829.0,1474.9,269,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-500041879
Normanton Park,D05,City & South West (D01-08),2,2,1800000,2038.51,883.0,1484.7,337,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-25378751
Kent Ridge Hill Residences,D05,City & South West (D01-08),3,2,1800000,2038.51,883.0,1505.5,504,2026-06-07,99-year Leasehold,2024,,,9 min (730 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,1800000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kent-ridge-hill-residences-500103561
Vicenta Lodge,D14,Balestier / Geylang (D12-14),3,2,1799999,1428.57,1260.0,1489.5,373,2026-06-07,Freehold,1993,,,5 min (430 m) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,1799999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-vicenta-lodge-500143725
Coastarina,D15,East Coast (D15-16),3,2,1799999,2142.86,840.0,1493.0,402,2026-06-07,Freehold,2006,,,10 min (870 m) from TE27 Marine Terrace MRT Station,,2026-06-07,2026-06-07,1,,new,1799999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-coastarina-500132889
Compass Heights,D19,Serangoon / Thomson (D19-20),3,3,1799999,1359.52,1324.0,1537.7,748,2026-06-07,99-year Leasehold,2003,,,3 min (240 m) from NE16 Sengkang MRT Station,,2026-06-07,2026-06-07,1,,new,1799999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-compass-heights-500010564
Riverparc Residence,D19,Serangoon / Thomson (D19-20),3,2,1799999,1466.99,1227.0,1525.5,665,2026-06-07,99-year Leasehold,2014,,,2 min (170 m) from PE5 Kadaloor LRT Station,,2026-06-07,2026-06-07,1,,new,1799999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverparc-residence-60236972
The Landmark,D03,City & South West (D01-08),2,2,1799999,2356.02,764.0,1482.8,323,2026-06-07,99-year Leasehold,2025,,,9 min (760 m) from DT19 Chinatown MRT Station,,2026-06-07,2026-06-07,1,,new,1799999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-landmark-500091149
Normanton Park,D05,City & South West (D01-08),2,2,1799999,2117.65,850.0,1478.3,291,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1799999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-500133572
Tembusu Grand,D15,East Coast (D15-16),2,2,1799000,2697.15,667.0,1501.6,472,2026-06-07,99-year Leasehold,2026,,,8 min (670 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,1799000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-500162901
Tembusu Grand,D15,East Coast (D15-16),2,2,1799000,2697.15,667.0,1501.6,472,2026-06-07,99-year Leasehold,2026,,,8 min (670 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,1799000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-500054755
Sceneca Residence,D16,East Coast (D15-16),2,2,1799000,2389.11,753.0,1505.6,505,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1799000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500137331
PENRITH,D03,City & South West (D01-08),2,1,1798000,2928.34,614.0,1504.6,497,2026-06-07,99-year Leasehold,2029,,,5 min (450 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,1798000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-penrith-500163371
PENRITH,D03,City & South West (D01-08),2,1,1798000,2928.34,614.0,1504.6,497,2026-06-07,99-year Leasehold,2029,,,5 min (450 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,1798000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-penrith-500099481
Sea Pavilion Residences,D16,East Coast (D15-16),3,2,1790000,2052.75,872.0,1512.4,561,2026-06-07,Freehold,2023,,,8 min (630 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sea-pavilion-residences-25440223
Sceneca Residence,D16,East Coast (D15-16),2,2,1790000,2377.16,753.0,1501.5,471,2026-06-07,99-year Leasehold,2026,,,7 min (560 m) from CG Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500153762
Coco Palms,D18,Changi / Pasir Ris (D17-18),3,2,1790000,1980.09,904.0,1505.2,502,2026-06-07,99-year Leasehold,2019,,,6 min (480 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-coco-palms-500046577
The Florence Residences,D19,Serangoon / Thomson (D19-20),3,2,1790000,1933.05,926.0,1529.4,693,2026-06-07,99-year Leasehold,2023,,,11 min (910 m) from CR8 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-florence-residences-60188564
D'Pavilion,D19,Serangoon / Thomson (D19-20),3,2,1790000,1445.88,1238.0,1531.4,707,2026-06-07,Freehold,2011,,,8 min (670 m) from NE13 Kovan MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-d-pavilion-500093900
Avenue South Residence,D03,City & South West (D01-08),2,1,1790000,2724.51,657.0,1497.4,437,2026-06-07,99-year Leasehold,2023,,,15 min (1.25 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-25578206
The Landmark,D03,City & South West (D01-08),2,2,1790000,2342.93,764.0,1483.4,327,2026-06-07,99-year Leasehold,2025,,,9 min (760 m) from DT19 Chinatown MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-landmark-60209636
PENRITH,D03,City & South West (D01-08),2,1,1790000,2915.31,614.0,1504.8,498,2026-06-07,99-year Leasehold,2029,,,5 min (450 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,1790000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-penrith-60190082
Bayshore Park,D16,East Coast (D15-16),3,2,1788888,1384.59,1292.0,1443.1,113,2026-06-07,99-year Leasehold,1986,,,5 min (400 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1788888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bayshore-park-500087638
Sea Esta,D18,Changi / Pasir Ris (D17-18),3,2,1788800,1629.14,1098.0,1506.8,515,2026-06-07,99-year Leasehold,2016,,,,,2026-06-07,2026-06-07,1,,new,1788800,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sea-esta-500120514
eCO,D16,East Coast (D15-16),3,2,1788000,1766.8,1012.0,1503.7,489,2026-06-07,99-year Leasehold,2017,,,9 min (790 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1788000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-eco-24996005
eCO,D16,East Coast (D15-16),3,2,1788000,1766.8,1012.0,1506.1,509,2026-06-07,99-year Leasehold,2017,,,7 min (560 m) from CG Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1788000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-eco-21797200
eCO,D16,East Coast (D15-16),3,2,1788000,1747.8,1023.0,1507.7,522,2026-06-07,99-year Leasehold,2017,,,7 min (560 m) from CG Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1788000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-eco-20615336
Parc Esta,D14,Balestier / Geylang (D12-14),2,2,1780000,2468.79,721.0,1503.8,490,2026-06-07,99-year Leasehold,2022,,,6 min (490 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-parc-esta-500139390
Central Grove,D14,Balestier / Geylang (D12-14),3,3,1780000,1450.69,1227.0,1503.9,491,2026-06-07,99-year Leasehold,2001,,,2 min (150 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-central-grove-500040338
Neptune Court,D15,East Coast (D15-16),3,2,1780000,1088.02,1636.0,1488.1,362,2026-06-07,99-year Leasehold,1975,,,10 min (860 m) from TE27 Marine Terrace MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-neptune-court-500149987
Waterfront Waves,D16,East Coast (D15-16),2,2,1780000,1836.95,969.0,1526.2,670,2026-06-07,99-year Leasehold,2011,,,5 min (420 m) from DT30 Bedok Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-waterfront-waves-60142011
D'Nest,D18,Changi / Pasir Ris (D17-18),3,3,1780000,1575.22,1130.0,1509.0,533,2026-06-07,99-year Leasehold,2017,,,9 min (750 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-d-nest-500007783
Pinevale,D18,Changi / Pasir Ris (D17-18),3,3,1780000,1282.42,1388.0,1496.5,429,2026-06-07,99-year Leasehold,2000,,,,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-pinevale-500100780
The Tapestry,D18,Changi / Pasir Ris (D17-18),3,2,1780000,1797.98,990.0,1506.6,513,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500056273
The Springbloom,D19,Serangoon / Thomson (D19-20),2,2,1780000,1575.22,1130.0,1509.0,533,2026-06-07,99-year Leasehold,1999,,,3 min (210 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-springbloom-500124127
Central View,D19,Serangoon / Thomson (D19-20),3,2,1780000,1475.95,1206.0,1510.5,546,2026-06-07,99-year Leasehold,2002,,,9 min (740 m) from NE12 Serangoon MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-central-view-500142375
The Vales,D19,Serangoon / Thomson (D19-20),3,3,1780000,1723.14,1033.0,1517.4,602,2026-06-07,99-year Leasehold,2017,,,3 min (240 m) from SW1 Cheng Lim LRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-vales-60158428
Twin Waterfalls,D19,Serangoon / Thomson (D19-20),3,2,1780000,1590.71,1119.0,1513.9,574,2026-06-07,99-year Leasehold,2015,,,10 min (850 m) from PW7 Soo Teck LRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-twin-waterfalls-500155637
Central View,D19,Serangoon / Thomson (D19-20),3,2,1780000,1475.95,1206.0,1510.5,546,2026-06-07,99-year Leasehold,2002,,,9 min (740 m) from NE12 Serangoon MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-central-view-500133473
Compass Heights,D19,Serangoon / Thomson (D19-20),3,3,1780000,1425.14,1249.0,1531.4,707,2026-06-07,99-year Leasehold,2003,,,3 min (240 m) from NE16 Sengkang MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-compass-heights-500036798
Avenue South Residence,D03,City & South West (D01-08),2,2,1780000,2468.79,721.0,1502.3,478,2026-06-07,99-year Leasehold,2023,,,15 min (1.2 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-500076339
The Crest,D03,City & South West (D01-08),2,2,1780000,2264.63,786.0,1472.9,255,2026-06-07,99-year Leasehold,2017,,,10 min (800 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-crest-60228549
Blue Horizon,D05,City & South West (D01-08),3,3,1780000,1531.84,1162.0,1511.9,557,2026-06-07,99-year Leasehold,2005,,,,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-blue-horizon-60243670
Normanton Park,D05,City & South West (D01-08),2,2,1780000,2147.17,829.0,1475.8,274,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-60184458
Normanton Park,D05,City & South West (D01-08),2,2,1780000,2094.12,850.0,1480.2,304,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-500083750
Blue Horizon,D05,City & South West (D01-08),3,2,1780000,1545.14,1152.0,1510.2,544,2026-06-07,99-year Leasehold,2005,,,,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-blue-horizon-500160824
Blossoms By The Park,D05,City & South West (D01-08),2,2,1780000,2468.79,721.0,1522.5,641,2026-06-07,99-year Leasehold,2026,,,5 min (430 m) from EW21 Buona Vista MRT Station,,2026-06-07,2026-06-07,1,,new,1780000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-blossoms-by-the-park-500042558
Bayshore Park,D16,East Coast (D15-16),3,2,1777000,1514.92,1173.0,1428.0,71,2026-06-07,99-year Leasehold,1986,,,5 min (400 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1777000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bayshore-park-25323458
Bayshore Park,D16,East Coast (D15-16),3,2,1777000,1514.92,1173.0,1428.0,71,2026-06-07,99-year Leasehold,1986,,,5 min (400 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1777000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bayshore-park-60123747
Bloomsbury Residences,D05,City & South West (D01-08),2,2,1777000,2620.94,678.0,1507.5,521,2026-06-07,99-year Leasehold,2029,,,19 min (1.6 km) from EW20 Commonwealth MRT Station,,2026-06-07,2026-06-07,1,,new,1777000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bloomsbury-residences-60244916
Kovan Residences,D19,Serangoon / Thomson (D19-20),2,2,1766000,2000.0,883.0,1519.0,614,2026-06-07,99-year Leasehold,2011,,,7 min (560 m) from NE13 Kovan MRT Station,,2026-06-07,2026-06-07,1,,new,1766000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kovan-residences-500122793
Hudson Place Residences,D03,City & South West (D01-08),2,2,1765000,2561.68,689.0,1512.1,559,2026-06-07,99-year Leasehold,2029,,,,,2026-06-07,2026-06-07,1,,new,1765000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-hudson-place-residences-500151217
Hudson Place Residences,D03,City & South West (D01-08),2,2,1765000,2561.68,689.0,1512.1,559,2026-06-07,99-year Leasehold,2029,,,,,2026-06-07,2026-06-07,1,,new,1765000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-hudson-place-residences-500140121
Bloomsbury Residences,D05,City & South West (D01-08),2,2,1762000,2598.82,678.0,1508.9,533,2026-06-07,99-year Leasehold,2029,,,19 min (1.6 km) from EW20 Commonwealth MRT Station,,2026-06-07,2026-06-07,1,,new,1762000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bloomsbury-residences-25590488
Sky Eden @ Bedok,D16,East Coast (D15-16),2,2,1760000,2554.43,689.0,1492.3,396,2026-06-07,99-year Leasehold,2025,,,5 min (390 m) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,1760000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sky-eden-bedok-60230397
Hudson Place Residences,D03,City & South West (D01-08),2,2,1760000,2554.43,689.0,1512.5,562,2026-06-07,99-year Leasehold,2029,,,,,2026-06-07,2026-06-07,1,,new,1760000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-hudson-place-residences-500150959
Belysa,D18,Changi / Pasir Ris (D17-18),3,3,1758888,1446.45,1216.0,1504.5,496,2026-06-07,99-year Leasehold,2014,,,13 min (1.11 km) from CP2 Elias MRT Station,,2026-06-07,2026-06-07,1,,new,1758888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-belysa-500157748
The Alcove,D14,Balestier / Geylang (D12-14),3,3,1750000,1222.07,1432.0,1518.0,607,2026-06-07,99-year Leasehold,2004,,,4 min (320 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alcove-500161544
Penrose,D14,Balestier / Geylang (D12-14),2,2,1750000,2464.79,710.0,1516.6,596,2026-06-07,99-year Leasehold,2025,,,7 min (560 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-penrose-25468703
Central Grove,D14,Balestier / Geylang (D12-14),3,3,1750000,1426.24,1227.0,1507.1,517,2026-06-07,99-year Leasehold,2001,,,2 min (150 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-central-grove-500006673
